genome	gtdb_species	gtdb_genus	study_id	ecosystem_compartment	is_mag	n_phaC_matrix	n_targets_corrected	pct_triad_complete	pct_full_length	median_protein_length_aa	n_distinct_cluster07	n_clusters_known_of	pct_distinct_clusters	n_scaffolds_known	n_targets_scaffold_known_of	checkm_completeness	checkm_contamination	legitimacy_call
RSGB23-1_GCA-003712015-V2_GENO_10000001	Pseudomonas aeruginosa	Pseudomonas	RSGB23-1	NA	False	5	5	0.400	0.400	294	5	5	1.000	2	5	97.57	0.63	uncertain
RSGB23-1_GCA-016966195-V1_GENO_10000001	Bordetella bronchiseptica_F	Bordetella	RSGB23-1	NA	False	5	5	0.400	0.400	332	4	5	0.800	1	5	96.65	0.58	uncertain
RSGB23-1_GCF-000014785-V1_GENO_10000001	Alkalilimnicola ehrlichii	Alkalilimnicola	RSGB23-1	NA	False	5	5	1.000	0.800	586	5	5	1.000	1	5	100.0	0.59	likely_legit
RSGB23-1_GCF-000016725-V1_GENO_10000001	Acidiphilium multivorum	Acidiphilium	RSGB23-1	NA	False	5	5	0.800	0.600	600	5	5	1.000	2	5	100.0	0.0	likely_legit
RSGB23-1_GCF-000021765-V1_GENO_10000001	Thauera aminoaromatica	Thauera	RSGB23-1	NA	False	5	5	1.000	1.000	608	5	5	1.000	1	5	100.0	0.0	likely_legit
RSGB23-1_GCF-000257545-V3_GENO_10000001	Pseudomonas_E mandelii	Pseudomonas_E	RSGB23-1	NA	False	5	5	0.800	1.000	562	4	5	0.800	2	5	99.86	1.22	likely_legit
RSGB23-1_GCF-000283275-V1_GENO_10000001	Marinobacter psychrophilus	Marinobacter	RSGB23-1	NA	False	5	5	0.400	0.200	257	5	5	1.000	1	5	100.0	0.0	uncertain
RSGB23-1_GCF-000300275-V1_GENO_10000001	Thalassospira profundimaris	Thalassospira	RSGB23-1	NA	False	5	5	0.800	0.800	601	5	5	1.000	3	4	100.0	0.0	likely_legit
RSGB23-1_GCF-000308315-V1_GENO_10000001	Tatlockia tunisiensis	Tatlockia	RSGB23-1	NA	False	5	5	0.200	0.200	339	5	5	1.000	3	5	90.64	1.36	likely_artifact
RSGB23-1_GCF-000427665-V1_GENO_10000001	Geminicoccus roseus	Geminicoccus	RSGB23-1	NA	False	5	5	0.600	1.000	756	5	5	1.000	1	5	100.0	0.0	likely_legit
RSGB23-1_GCF-000695015-V1_GENO_10000001	Legionella pneumophila	Legionella	RSGB23-1	NA	False	5	5	0.800	0.600	581	4	5	0.800	3	5	100.0	0.0	likely_legit
RSGB23-1_GCF-000831325-V1_GENO_10000001	Thauera aminoaromatica	Thauera	RSGB23-1	NA	False	5	5	1.000	1.000	608	5	5	1.000	3	3	100.0	1.41	likely_legit
RSGB23-1_GCF-000950675-V1_GENO_10000001	Legionella pneumophila	Legionella	RSGB23-1	NA	False	5	5	0.800	0.600	581	4	5	0.800	2	2	100.0	0.0	likely_legit
RSGB23-1_GCF-000950695-V1_GENO_10000001	Legionella pneumophila	Legionella	RSGB23-1	NA	False	5	5	0.800	0.600	581	4	5	0.800	0	0	100.0	0.0	likely_legit
RSGB23-1_GCF-000950745-V1_GENO_10000001	Legionella pneumophila	Legionella	RSGB23-1	NA	False	5	5	0.800	0.600	581	4	5	0.800	2	2	100.0	0.0	likely_legit
RSGB23-1_GCF-001661075-V1_GENO_10000001	Pseudomonas_E silesiensis	Pseudomonas_E	RSGB23-1	NA	False	5	5	0.800	1.000	561	5	5	1.000	1	5	98.59	0.0	likely_legit
RSGB23-1_GCF-002028455-V1_GENO_10000001	Zoogloea sp002028455	Zoogloea	RSGB23-1	NA	False	5	5	0.800	0.800	580	4	5	0.800	4	5	99.71	2.6	likely_legit
RSGB23-1_GCF-002148795-V1_GENO_10000001	Oceanibaculum nanhaiense	Oceanibaculum	RSGB23-1	NA	False	5	5	1.000	0.800	596	5	5	1.000	4	5	99.57	1.09	likely_legit
RSGB23-1_GCF-002148915-V1_GENO_10000001	Sphingobium xenophagum	Sphingobium	RSGB23-1	NA	False	4	5	1.000	0.800	584	4	5	0.800	2	3	99.32	0.91	likely_legit
RSGB23-1_GCF-002326725-V1_GENO_10000001	Pseudomonas aeruginosa	Pseudomonas	RSGB23-1	NA	False	4	5	0.800	1.000	561	5	5	1.000	0	0	99.68	0.28	likely_legit
RSGB23-1_GCF-002760615-V1_GENO_10000001	Puniceibacterium antarcticum	Puniceibacterium	RSGB23-1	NA	False	5	5	0.800	0.800	598	5	5	1.000	3	3	99.55	1.27	likely_legit
RSGB23-1_GCF-002813775-V1_GENO_10000001	Thiodictyon syntrophicum	Thiodictyon	RSGB23-1	NA	False	5	5	0.800	0.800	636	5	5	1.000	2	5	99.41	1.71	likely_legit
RSGB23-1_GCF-002849615-V1_GENO_10000001	Pollutimonas nitritireducens	Pollutimonas	RSGB23-1	NA	False	5	5	0.800	0.600	557	5	5	1.000	4	5	100.0	0.53	likely_legit
RSGB23-1_GCF-002881635-V1_GENO_10000001	Pseudomonas_E frederiksbergensis	Pseudomonas_E	RSGB23-1	NA	False	5	5	0.800	1.000	561	5	5	1.000	3	5	99.66	1.18	likely_legit
RSGB23-1_GCF-002881715-V1_GENO_10000001	Pseudomonas_E frederiksbergensis	Pseudomonas_E	RSGB23-1	NA	False	5	5	0.800	1.000	561	5	5	1.000	0	0	98.59	0.0	likely_legit
RSGB23-1_GCF-002881725-V1_GENO_10000001	Pseudomonas_E frederiksbergensis	Pseudomonas_E	RSGB23-1	NA	False	5	5	0.800	1.000	561	5	5	1.000	0	0	99.66	0.76	likely_legit
RSGB23-1_GCF-002882075-V1_GENO_10000001	Pseudomonas_E mandelii	Pseudomonas_E	RSGB23-1	NA	False	5	5	0.800	1.000	562	4	5	0.800	3	4	100.0	0.0	likely_legit
RSGB23-1_GCF-002882675-V1_GENO_10000001	Pseudomonas_E frederiksbergensis	Pseudomonas_E	RSGB23-1	NA	False	5	5	0.800	1.000	561	5	5	1.000	0	0	98.59	0.0	likely_legit
RSGB23-1_GCF-002882695-V1_GENO_10000001	Pseudomonas_E frederiksbergensis	Pseudomonas_E	RSGB23-1	NA	False	5	5	0.800	1.000	561	5	5	1.000	0	0	99.6	1.5	likely_legit
RSGB23-1_GCF-002902905-V1_GENO_10000001	Achromobacter sp002902905	Achromobacter	RSGB23-1	NA	False	5	5	0.800	1.000	605	5	5	1.000	1	5	99.07	1.4	likely_legit
RSGB23-1_GCF-003072125-V1_GENO_10000001	Roseovarius sediminicola	Roseovarius	RSGB23-1	NA	False	5	5	0.800	0.600	581	5	5	1.000	3	5	99.37	0.33	likely_legit
RSGB23-1_GCF-003202205-V1_GENO_10000001	Halomonas flagellata	Halomonas	RSGB23-1	NA	False	5	5	1.000	1.000	612	5	5	1.000	3	5	100.0	1.7	likely_legit
RSGB23-1_GCF-003258595-V1_GENO_10000001	Acuticoccus sediminis	Acuticoccus	RSGB23-1	NA	False	5	5	0.400	0.600	608	5	5	1.000	4	5	96.49	1.64	uncertain
RSGB23-1_GCF-003265685-V1_GENO_10000001	Piscinibacter caeni	Piscinibacter	RSGB23-1	NA	False	5	5	0.800	0.800	559	5	5	1.000	5	5	99.84	3.46	likely_legit
RSGB23-1_GCF-003399715-V1_GENO_10000001	AK92 sp003399765	AK92	RSGB23-1	NA	False	5	5	0.400	0.200	350	5	5	1.000	2	5	97.49	2.86	uncertain
RSGB23-1_GCF-003600895-V1_GENO_10000001	Nocardioides cavernaquae	Nocardioides	RSGB23-1	NA	False	5	5	0.400	0.200	378	5	5	1.000	1	5	98.7	2.42	uncertain
RSGB23-1_GCF-003722355-V1_GENO_10000001	Methylocystis hirsuta	Methylocystis	RSGB23-1	NA	False	5	5	0.600	0.400	357	5	5	1.000	3	5	100.0	0.0	likely_legit
RSGB23-1_GCF-003855495-V1_GENO_10000001	Methylocystis rosea_A	Methylocystis	RSGB23-1	NA	False	5	5	0.400	1.000	675	5	5	1.000	2	5	99.37	0.47	uncertain
RSGB23-1_GCF-003990125-V1_GENO_10000001	Legionella qingyii	Legionella	RSGB23-1	NA	False	5	5	1.000	0.800	598	5	5	1.000	5	5	100.0	0.0	likely_legit
RSGB23-1_GCF-003990275-V1_GENO_10000001	Legionella_A septentrionalis	Legionella_A	RSGB23-1	NA	False	5	5	0.800	0.800	597	5	5	1.000	3	5	97.18	0.0	likely_legit
RSGB23-1_GCF-004137125-V1_GENO_10000001	Legionella fraseri	Legionella	RSGB23-1	NA	False	5	5	0.800	0.800	581	5	5	1.000	3	5	100.0	0.19	likely_legit
RSGB23-1_GCF-005144965-V1_GENO_10000001	Hankyongella ginsenosidimutans	Hankyongella	RSGB23-1	NA	False	5	5	0.000	0.200	184	3	5	0.600	1	5	84.63	0.43	likely_artifact
RSGB23-1_GCF-006175995-V1_GENO_10000001	Desulfobotulus mexicanus	Desulfobotulus	RSGB23-1	NA	False	5	5	0.600	0.800	618	5	5	1.000	5	5	99.35	2.26	likely_legit
RSGB23-1_GCF-007830435-V1_GENO_10000001	Desulfobotulus alkaliphilus	Desulfobotulus	RSGB23-1	NA	False	5	5	0.600	0.800	593	5	5	1.000	4	5	95.77	1.41	likely_legit
RSGB23-1_GCF-008711285-V1_GENO_10000001	Roseibium aquae	Roseibium	RSGB23-1	NA	False	5	5	0.800	1.000	616	5	5	1.000	4	5	99.58	0.21	likely_legit
RSGB23-1_GCF-009177135-V1_GENO_10000001	Azospira oryzae	Azospira	RSGB23-1	NA	False	5	5	1.000	0.800	586	5	5	1.000	1	5	100.0	1.11	likely_legit
RSGB23-1_GCF-009469615-V1_GENO_10000001	Azonexus sp009469615	Azonexus	RSGB23-1	NA	False	5	5	0.800	1.000	588	5	5	1.000	3	5	99.84	0.71	likely_legit
RSGB23-1_GCF-009872365-V1_GENO_10000001	Rhodococcus_F sp009872365	Rhodococcus_F	RSGB23-1	NA	False	5	5	0.600	0.600	564	4	5	0.800	4	5	99.44	1.74	likely_legit
RSGB23-1_GCF-011683915-V1_GENO_10000001	Pelagibius litoralis	Pelagibius	RSGB23-1	NA	False	5	5	1.000	0.600	537	5	5	1.000	5	5	98.59	1.41	likely_legit
RSGB23-1_GCF-013283055-V1_GENO_10000001	Aliiroseovarius crassostreae	Aliiroseovarius	RSGB23-1	NA	False	5	5	1.000	0.800	586	5	5	1.000	2	3	99.7	0.4	likely_legit
RSGB23-1_GCF-018491765-V1_GENO_10000001	Novosphingobium profundi	Novosphingobium	RSGB23-1	NA	False	4	5	0.800	0.600	584	5	5	1.000	3	4	100.0	0.0	likely_legit
RSGB23-1_GCF-900186965-V1_GENO_10000001	Legionella_C spiritensis	Legionella_C	RSGB23-1	NA	False	5	5	0.600	0.800	598	5	5	1.000	1	5	100.0	0.0	likely_legit
RSGB23-1_GCF-900475745-V1_GENO_10000001	Legionella pascullei	Legionella	RSGB23-1	NA	False	3	5	0.800	1.000	596	5	5	1.000	1	3	100.0	0.38	likely_legit
RSGB23-1_GCF-900637585-V1_GENO_10000001	Legionella pascullei	Legionella	RSGB23-1	NA	False	3	5	0.800	1.000	596	5	5	1.000	0	0	100.0	0.38	likely_legit
SANC23-1_SAMEA110646508_MAG_00000041	Antarctobacter sp019392335	Antarctobacter	SANC23-1	Seawater	True	5	5	0.800	0.600	568	5	5	1.000	0	0	97.02	4.0	likely_legit
SANT17-1_SAMN02905733_MAG_00000083	Reyranella sp963923875	Reyranella	SANT17-1	Freshwater river water	True	5	5	1.000	0.400	408	5	5	1.000	5	5	97.18	1.41	likely_legit
SATI15-1_SAMN03252821_MAG_00000039	Reyranella sp963923875	Reyranella	SATI15-1	Freshwater river water	True	5	5	1.000	0.400	408	5	5	1.000	4	4	85.92	4.23	likely_legit
SATI15-1_SAMN03252824_MAG_00000015	Reyranella sp963923875	Reyranella	SATI15-1	Freshwater river water	True	5	5	0.800	0.200	301	5	5	1.000	5	5	69.92	1.22	likely_legit
SCHR19-1_SAMN09405918_MAG_00000027	Sulfitobacter sp947497275	Sulfitobacter	SCHR19-1	Seawater	True	5	5	0.800	1.000	597	5	5	1.000	4	5	98.34	0.64	likely_legit
SCHR19-1_SAMN09405945_MAG_00000001	Sulfitobacter sp947497275	Sulfitobacter	SCHR19-1	Seawater	True	5	5	0.800	1.000	597	5	5	1.000	0	0	99.68	0.21	likely_legit
SCHR19-1_SAMN09405950_MAG_00000005	Sulfitobacter sp947497275	Sulfitobacter	SCHR19-1	Seawater	True	5	5	0.800	1.000	597	5	5	1.000	2	2	97.37	2.5	likely_legit
SCHR19-1_SAMN09405953_MAG_00000013	Sulfitobacter sp947497275	Sulfitobacter	SCHR19-1	Seawater	True	5	5	0.800	0.800	592	5	5	1.000	2	2	91.72	1.33	likely_legit
SCHR19-1_SAMN09406014_MAG_00000009	Sulfitobacter sp947497275	Sulfitobacter	SCHR19-1	Seawater	True	4	5	0.800	1.000	597	5	5	1.000	0	0	100.0	0.0	likely_legit
SCHR19-1_SAMN09406031_MAG_00000004	Marinobacter manganoxydans	Marinobacter	SCHR19-1	Seawater	True	3	5	0.600	0.600	587	5	5	1.000	2	2	96.32	0.65	likely_legit
SCHR19-1_SAMN09406117_MAG_00000008	Pontivivens nitratireducens	Pontivivens	SCHR19-1	Seawater	True	3	5	0.400	0.400	311	5	5	1.000	2	3	96.18	0.83	uncertain
SCHR19-1_SAMN09406119_MAG_00000018	Unknown Neptunomonas	Neptunomonas	SCHR19-1	Seawater	True	5	5	0.800	0.800	576	5	5	1.000	5	5	99.79	0.72	likely_legit
SCRA20-1_SAMN11854482_MAG_00000152	Unknown GCA-2731375	GCA-2731375	SCRA20-1	Seawater	True	5	5	0.800	0.200	411	5	5	1.000	1	1	95.77	2.82	likely_legit
SCRA20-1_SAMN11854489_MAG_00000118	Unknown JASMHC01	JASMHC01	SCRA20-1	Seawater	True	5	5	1.000	0.600	598	3	5	0.600	3	5	89.21	2.18	likely_legit
SHAF22-1_SAMEA7723490_MAG_00000016	Hyphomonas sp000682775	Hyphomonas	SHAF22-1	Marine sediment	True	3	5	1.000	0.800	585	5	5	1.000	1	1	99.4	1.53	likely_legit
SHAF22-1_SAMEA7723491_MAG_00000003	Marinobacter manganoxydans	Marinobacter	SHAF22-1	Marine sediment	True	5	5	0.600	0.400	414	5	5	1.000	4	4	88.61	1.31	likely_legit
SHAF22-1_SAMEA7723957_MAG_00000006	Oceanibaculum nanhaiense	Oceanibaculum	SHAF22-1	Marine sediment	True	5	5	0.600	0.600	509	4	5	0.800	4	5	83.1	1.41	likely_legit
SHIN18-1_SAMEA104707374_MAG_00000089	Unknown JBFHNV01	JBFHNV01	SHIN18-1	Marine sediment	True	5	5	0.400	0.200	361	5	5	1.000	5	5	86.72	7.94	uncertain
SHIN18-1_SAMEA104707374_MAG_00000090	Unknown Thiosocius	Thiosocius	SHIN18-1	Marine sediment	True	5	5	0.200	0.000	237	5	5	1.000	3	5	67.37	2.73	likely_artifact
SHIN18-1_SAMEA104707375_MAG_00000052	Unknown JBFHNV01	JBFHNV01	SHIN18-1	Marine sediment	True	5	5	0.800	0.600	578	5	5	1.000	5	5	94.37	1.41	likely_legit
SHIN18-1_SAMEA104707376_MAG_00000071	QNFN01 sp009937385	QNFN01	SHIN18-1	Marine sediment	True	5	5	0.600	0.400	317	5	5	1.000	3	4	70.87	3.23	likely_legit
SOGI22-1_SAMEA6126158_MAG_00000014	Unknown JAKSDN01	Unknown JAKSDN01	SOGI22-1	Marine sediment	True	5	5	0.800	0.600	600	5	5	1.000	5	5	90.14	2.82	likely_legit
SONG20-1_SAMN10739805_MAG_00000103	Unknown NVQY01	NVQY01	SONG20-1	Marine sediment	True	5	5	0.800	0.800	546	5	5	1.000	5	5	80.67	6.41	likely_legit
SUHA22-1_SAMN20336539_MAG_00000059	Unknown Parasphingopyxis	Parasphingopyxis	SUHA22-1	Seawater	True	5	5	1.000	0.400	407	5	5	1.000	4	5	99.2	0.07	likely_legit
SUMM22-1_SAMN21164839_MAG_00000003	Unknown Ga0077536	Unknown Ga0077536	SUMM22-1	Animal bone biofilm	True	5	5	0.600	0.200	367	5	5	1.000	5	5	92.96	1.41	likely_legit
TAOJ22-1_SAMN27365854_MAG_00000071	Cereibacter_A ovatus	Cereibacter_A	TAOJ22-1	Seawater	True	5	5	1.000	0.800	602	5	5	1.000	4	5	87.74	0.93	likely_legit
TAOJ22-1_SAMN27365860_MAG_00000024	Unknown Glaciecola	Glaciecola	TAOJ22-1	Seawater	True	5	5	0.400	0.400	492	4	5	0.800	5	5	92.92	8.0	uncertain
TARA_SAMEA2619625_MAG_00000009	UBA1479 sp963972065	UBA1479	TOPC	Seawater	True	5	5	0.800	0.600	588	5	5	1.000	4	5	98.59	1.41	likely_legit
TARA_SAMEA2619815_MAG_00000038	UBA4479 sp963974935	UBA4479	TOPC	Seawater	True	5	5	0.400	0.400	434	5	5	1.000	5	5	85.78	1.03	uncertain
TARA_SAMEA2620204_MAG_00000049	Novosphingobium indicum	Novosphingobium	TOPC	Seawater	True	5	5	0.600	0.400	483	5	5	1.000	3	3	99.19	0.55	likely_legit
TARA_SAMEA2620249_MAG_00000001	Novosphingobium indicum	Novosphingobium	TOPC	Seawater	True	4	5	0.600	0.400	483	5	5	1.000	0	0	91.34	2.56	likely_legit
TARA_SAMEA2620947_MAG_00000010	Hyphomonas sp002414505	Hyphomonas	TOPC	Seawater	True	4	5	1.000	0.800	607	5	5	1.000	4	4	69.31	0.0	likely_legit
TARA_SAMEA2621151_MAG_00000014	UBA1479 sp002325375	UBA1479	TOPC	Seawater	True	5	5	0.800	0.600	588	5	5	1.000	4	4	97.91	0.62	likely_legit
TARA_SAMEA2621191_MAG_00000001	UBA1479 sp002325375	UBA1479	TOPC	Seawater	True	5	5	0.800	0.600	588	5	5	1.000	1	1	98.51	0.0	likely_legit
TARA_SAMEA2621213_MAG_00000023	Hyphomonas sp002414505	Hyphomonas	TOPC	Seawater	True	5	5	1.000	0.800	610	4	5	0.800	2	3	66.21	5.17	likely_legit
TARA_SAMEA2621229_MAG_00000023	UBA1479 sp002325375	UBA1479	TOPC	Seawater	True	5	5	0.800	0.600	588	5	5	1.000	0	0	98.51	0.0	likely_legit
TARA_SAMEA2621300_MAG_00000020	UBA1479 sp002325375	UBA1479	TOPC	Seawater	True	3	5	0.800	0.600	588	5	5	1.000	0	0	100.0	0.0	likely_legit
TARA_SAMEA2621498_MAG_00000018	Tistrella mobilis	Tistrella	TOPC	Seawater	True	5	5	1.000	0.800	596	5	5	1.000	0	0	98.07	2.07	likely_legit
TARA_SAMEA2621791_MAG_00000143	Tistrella mobilis	Tistrella	TOPC	Seawater	True	5	5	1.000	0.600	596	5	5	1.000	3	3	95.81	2.44	likely_legit
TARA_SAMEA2622128_MAG_00000010	Roseovarius sp002720475	Roseovarius	TOPC	Seawater	True	5	5	0.400	1.000	610	5	5	1.000	2	3	95.88	2.26	uncertain
TARA_SAMEA2622212_MAG_00000009	Novosphingobium indicum	Novosphingobium	TOPC	Seawater	True	5	5	0.400	0.200	412	5	5	1.000	4	4	77.88	1.14	uncertain
TARA_SAMEA2622769_MAG_00000102	Roseovarius sp002720475	Roseovarius	TOPC	Seawater	True	5	5	0.400	1.000	610	5	5	1.000	0	0	99.02	1.16	uncertain
TARA_SAMEA2623479_MAG_00000056	Novosphingobium indicum	Novosphingobium	TOPC	Seawater	True	3	5	0.800	0.600	586	5	5	1.000	2	2	98.1	0.28	likely_legit
TARA_SAMEA2623523_MAG_00000055	Sphingobium yanoikuyae_A	Sphingobium	TOPC	Seawater	True	5	5	0.800	0.800	586	4	5	0.800	4	4	97.22	2.56	likely_legit
TARA_SAMEA2623523_MAG_00000096	UBA1479 sp913030825	UBA1479	TOPC	Seawater	True	5	5	0.800	0.600	595	5	5	1.000	0	0	100.0	1.41	likely_legit
TARA_SAMEA4396941_MAG_00000041	UBA1479 sp002325375	UBA1479	TOPC	Seawater	True	4	5	0.800	0.600	588	5	5	1.000	2	4	98.01	0.5	likely_legit
TARA_SAMEA4397023_MAG_00000036	Nisaea sp963974195	Nisaea	TOPC	Seawater	True	5	5	0.800	0.800	596	5	5	1.000	1	2	97.83	0.0	likely_legit
TARA_SAMEA4397118_MAG_00000086	Sphingobium sp000588875	Sphingobium	TOPC	Seawater	True	5	5	0.600	0.400	353	5	5	1.000	4	5	88.76	0.15	likely_legit
TARA_SAMEA4397174_MAG_00000080	UBA4479 sp963974935	UBA4479	TOPC	Seawater	True	5	5	0.800	0.800	603	5	5	1.000	1	1	96.1	1.49	likely_legit
TARA_SAMEA4397215_MAG_00000092	JACKII01 sp963974445	JACKII01	TOPC	Seawater	True	5	5	0.800	0.600	596	5	5	1.000	4	4	93.62	1.24	likely_legit
TARA_SAMEA4397255_MAG_00000045	CAXBJY01 sp963976285	CAXBJY01	TOPC	Seawater	True	5	5	0.800	0.600	586	5	5	1.000	2	2	83.54	4.57	likely_legit
TARA_SAMEA4397255_MAG_00000055	UBA4479 sp963974935	UBA4479	TOPC	Seawater	True	5	5	0.800	0.800	603	5	5	1.000	0	0	99.0	1.49	likely_legit
TARA_SAMEA4397295_MAG_00000013	CAXBJY01 sp963976285	CAXBJY01	TOPC	Seawater	True	5	5	0.800	0.600	586	5	5	1.000	4	4	97.29	4.82	likely_legit
TARA_SAMEA4397295_MAG_00000134	UBA4479 sp963974935	UBA4479	TOPC	Seawater	True	3	5	0.800	0.800	603	5	5	1.000	0	0	97.51	1.49	likely_legit
TARA_SAMEA4397330_MAG_00000107	Sulfitobacter sp963976125	Sulfitobacter	TOPC	Seawater	True	5	5	1.000	0.800	585	5	5	1.000	3	5	98.49	0.4	likely_legit
TARA_SAMEA4397409_MAG_00000051	Sulfitobacter sp963976125	Sulfitobacter	TOPC	Seawater	True	5	5	1.000	0.800	585	5	5	1.000	1	1	96.56	0.4	likely_legit
TARA_SAMEA4397445_MAG_00000062	UBA1479 sp002325375	UBA1479	TOPC	Seawater	True	4	5	0.800	0.600	588	5	5	1.000	2	3	98.01	0.5	likely_legit
TARA_SAMEA4397920_MAG_00000002	Sphingobium sp000588875	Sphingobium	TOPC	Seawater	True	5	5	1.000	0.800	586	4	5	0.800	2	2	100.0	0.0	likely_legit
TARA_SAMEA4398027_MAG_00000025	Vreelandella glaciei	Vreelandella	TOPC	Seawater	True	5	5	0.800	0.600	576	4	5	0.800	3	4	94.18	1.87	likely_legit
TARA_SAMEA4398360_MAG_00000006	UBA4479 sp963974935	UBA4479	TOPC	Seawater	True	4	5	0.800	0.800	603	5	5	1.000	0	0	96.02	1.0	likely_legit
TARA_SAMEA4398387_MAG_00000004	JACKII01 sp963974445	JACKII01	TOPC	Seawater	True	5	5	0.600	0.400	315	5	5	1.000	4	5	80.28	2.82	likely_legit
TARA_SAMEA4398387_MAG_00000149	CAXBJY01 sp963976285	CAXBJY01	TOPC	Seawater	True	5	5	1.000	0.400	448	5	5	1.000	1	1	96.12	5.48	likely_legit
TARA_SAMEA5999861_MAG_00000317	Marinobacter manganoxydans	Marinobacter	TPAC	Seawater	True	3	5	0.600	0.600	587	5	5	1.000	1	1	91.52	1.89	likely_legit
TARA_SAMEA6001143_MAG_00000138	Marinobacter manganoxydans	Marinobacter	TPAC	Seawater	True	3	5	0.600	0.400	414	5	5	1.000	2	2	79.47	0.9	likely_legit
TARA_SAMEA6003996_MAG_00000042	Marinobacter manganoxydans	Marinobacter	TPAC	Seawater	True	3	5	0.600	0.600	587	5	5	1.000	1	1	97.09	0.76	likely_legit
TARA_SAMEA6003996_MAG_00000107	Hyphococcus sp002704915	Hyphococcus	TPAC	Seawater	True	5	5	0.400	0.400	419	5	5	1.000	3	5	87.84	2.05	uncertain
TARA_SAMEA6004017_MAG_00000183	Marinobacter manganoxydans	Marinobacter	TPAC	Seawater	True	3	5	0.600	0.400	451	5	5	1.000	1	1	92.39	1.32	likely_legit
TARA_SAMEA6004479_MAG_00000153	Marinobacter manganoxydans	Marinobacter	TPAC	Seawater	True	5	5	0.600	0.400	282	4	5	0.800	2	2	76.06	1.41	likely_legit
TARA_SAMEA6004523_MAG_00000151	Marinobacter manganoxydans	Marinobacter	TPAC	Seawater	True	3	5	0.400	0.200	384	5	5	1.000	2	2	90.37	2.98	uncertain
TARA_SAMEA6006170_MAG_00000149	Marinobacter sp002718255	Marinobacter	TPAC	Seawater	True	3	5	0.600	0.400	414	5	5	1.000	0	0	76.85	0.29	likely_legit
TARA_SAMEA6017928_MAG_00000057	Unknown JAAAPF01	JAAAPF01	TPAC	Hydrozoa tissue	True	5	5	0.800	1.000	599	5	5	1.000	5	5	96.18	0.25	likely_legit
TARA_SAMEA6018085_MAG_00000023	Marinobacter manganoxydans	Marinobacter	TPAC	Seawater	True	3	5	0.600	0.400	414	5	5	1.000	0	0	91.55	4.23	likely_legit
TARA_SAMEA6019342_MAG_00000136	CAXBJY01 sp963976285	CAXBJY01	TPAC	Seawater	True	5	5	1.000	0.400	364	5	5	1.000	5	5	95.77	2.82	likely_legit
TARA_SAMEA6044955_MAG_00000072	Marinobacter manganoxydans	Marinobacter	TPAC	Seawater	True	3	5	0.400	0.200	406	4	5	0.800	2	2	82.74	1.86	uncertain
TREM17-1_SAMN05416776_MAG_00000008	Vreelandella sp002366715	Vreelandella	TREM17-1	Seawater	True	5	5	1.000	1.000	644	5	5	1.000	2	2	99.71	1.75	likely_legit
TREM17-1_SAMN05416780_MAG_00000010	Vreelandella sp002366715	Vreelandella	TREM17-1	Seawater	True	5	5	1.000	1.000	644	5	5	1.000	0	0	100.0	0.0	likely_legit
WANG22-1_SAMN08714533-S077_MAG_00000072	Unknown Novosphingobium	Novosphingobium	WANG22-1	Marine biofilm	True	5	5	1.000	0.800	586	5	5	1.000	3	4	99.69	1.54	likely_legit
WANG22-1_SAMN08714533-S082_MAG_00000053	Unknown Novosphingobium	Novosphingobium	WANG22-1	Marine biofilm	True	5	5	1.000	0.800	586	5	5	1.000	0	0	99.7	1.88	likely_legit
WANG22-1_SAMN08714533-S083_MAG_00000056	Unknown Novosphingobium	Novosphingobium	WANG22-1	Marine biofilm	True	5	5	1.000	0.800	586	5	5	1.000	0	0	99.7	1.88	likely_legit
WANG22-1_SAMN08714533-S105_MAG_00000010	Blastomonas delafieldii_A	Blastomonas	WANG22-1	Marine biofilm	True	5	5	0.600	0.200	407	5	5	1.000	3	4	65.89	2.35	likely_legit
WANG22-1_SAMN08714533-S110_MAG_00000063	Unknown JACOMY01	Unknown JACOMY01	WANG22-1	Marine biofilm	True	5	5	0.800	0.600	600	5	5	1.000	5	5	78.41	0.47	likely_legit
WANG22-1_SAMN08714533-S113_MAG_00000047	Unknown JACOMY01	Unknown JACOMY01	WANG22-1	Marine biofilm	True	5	5	0.800	0.600	600	5	5	1.000	0	0	92.56	0.8	likely_legit
ZHAN22-5_SAMN24541642_MAG_00000011	Spectribacter hydrogenooxidans	Spectribacter	ZHAN22-5	Seawater	True	5	5	0.600	0.600	561	4	5	0.800	3	5	100.0	0.0	likely_legit
ZHEN15-1_SAMN22350792_MAG_00000039	Unknown Pseudohalocynthiibacter	Pseudohalocynthiibacter	ZHEN15-1	Estuarine sediment	True	5	5	0.600	0.400	447	5	5	1.000	3	5	94.45	2.84	likely_legit
ZHEN15-1_SAMN22350798_MAG_00000023	Unknown Rhodobacteraceae	Unknown Rhodobacteraceae	ZHEN15-1	Estuarine sediment	True	5	5	0.200	0.200	424	5	5	1.000	2	4	69.09	1.22	likely_artifact
ZHEN20-1_SAMN07748058_MAG_00000118	Modicisalibacter zincidurans	Modicisalibacter	ZHEN20-1	Seawater	True	4	5	1.000	1.000	598	4	5	0.800	2	3	98.59	0.0	likely_legit
ZHEN22-1_SAMN12826204_MAG_00000194	Unknown JACKNG01	JACKNG01	ZHEN22-1	Marine sediment	True	5	5	1.000	0.200	366	5	5	1.000	4	5	94.37	0.0	likely_legit
