cluster_id	n_genomes	n_studies	n_classes	top_genus
OMDBv2.0_AA_G_NR100_000226327666	15	5	1	Paremcibacter
OMDBv2.0_AA_G_NR100_000181256334	15	6	1	Actibacterium_B
OMDBv2.0_AA_G_NR100_000058427293	15	3	1	UBA11136
OMDBv2.0_AA_G_NR100_000039736105	15	7	1	PZPK01
OMDBv2.0_AA_G_NR100_000153543917	15	1	1	Legionella
OMDBv2.0_AA_G_NR100_000114484639	15	6	1	UBA830
OMDBv2.0_AA_G_NR100_000101516626	15	6	2	SP197
OMDBv2.0_AA_G_NR100_000210692352	15	8	1	Spongiibacter
OMDBv2.0_AA_G_NR100_000044648277	15	5	1	G963555825
OMDBv2.0_AA_G_NR100_000191153017	15	3	2	UBA8366
OMDBv2.0_AA_G_NR100_000160409919	15	7	1	Casp-alpha2
OMDBv2.0_AA_G_NR100_000056742316	15	7	1	JAJRRA01
OMDBv2.0_AA_G_NR100_000072444551	15	5	1	HK1
OMDBv2.0_AA_G_NR100_000103759240	15	5	1	Polynucleobacter
OMDBv2.0_AA_G_NR100_000141429777	15	4	1	Tepidimonas
OMDBv2.0_AA_G_NR100_000159950029	15	5	1	Reyranella
OMDBv2.0_AA_G_NR100_000143003370	15	5	1	Boseongicola
OMDBv2.0_AA_G_NR100_000053906717	15	9	1	Afipia
OMDBv2.0_AA_G_NR100_000101872685	15	10	2	Methylobacterium
OMDBv2.0_AA_G_NR100_000008930803	15	1	1	Unknown Eutrophobiaceae
OMDBv2.0_AA_G_NR100_000141003348	15	5	1	Novosphingobium
OMDBv2.0_AA_G_NR100_000002144304	15	6	1	Roseicyclus
OMDBv2.0_AA_G_NR100_000202076833	15	2	1	Parvibaculum
OMDBv2.0_AA_G_NR100_000146999883	15	2	1	Burkholderia
OMDBv2.0_AA_G_NR100_000208552810	15	1	1	JAKSCL01
OMDBv2.0_AA_G_NR100_000001920725	14	6	1	Reyranella
OMDBv2.0_AA_G_NR100_000067696005	14	4	1	Unknown Sedimenticolaceae
OMDBv2.0_AA_G_NR100_000081690504	14	6	1	Marinobacterium_E
OMDBv2.0_AA_G_NR100_000143563021	14	1	1	Chromobacterium
OMDBv2.0_AA_G_NR100_000018958833	14	6	1	Cognatishimia
OMDBv2.0_AA_G_NR100_000159921758	14	11	1	Ralstonia
OMDBv2.0_AA_G_NR100_000116458248	14	1	1	VXMT01
OMDBv2.0_AA_G_NR100_000232074216	14	9	1	R2A130
OMDBv2.0_AA_G_NR100_000230534590	14	9	1	UBA4479
OMDBv2.0_AA_G_NR100_000000964428	14	8	1	Nocardioides
OMDBv2.0_AA_G_NR100_000037287205	14	9	1	Sulfitobacter
OMDBv2.0_AA_G_NR100_000071131741	14	7	1	JAEPMR01
OMDBv2.0_AA_G_NR100_000136695407	14	5	1	Thauera
OMDBv2.0_AA_G_NR100_000156884469	14	6	1	Novosphingopyxis
OMDBv2.0_AA_G_NR100_000238563158	14	6	1	JAABYT01
OMDBv2.0_AA_G_NR100_000001882887	14	8	2	Fonsibacter
OMDBv2.0_AA_G_NR100_000229259322	14	5	2	Tateyamaria
OMDBv2.0_AA_G_NR100_000115060451	14	5	1	Hyphococcus
OMDBv2.0_AA_G_NR100_000160714452	14	4	1	CAJXSN01
OMDBv2.0_AA_G_NR100_000152738345	14	5	1	Novosphingobium
OMDBv2.0_AA_G_NR100_000246012270	14	5	1	Ponticaulis
OMDBv2.0_AA_G_NR100_000154779150	14	3	1	GCA-002719695
OMDBv2.0_AA_G_NR100_000033870620	14	3	1	JACESI01
OMDBv2.0_AA_G_NR100_000061301332	14	8	2	JANQEE01
OMDBv2.0_AA_G_NR100_000153541193	14	1	1	Legionella
OMDBv2.0_AA_G_NR100_000135259422	13	5	1	TMED69
OMDBv2.0_AA_G_NR100_000116528585	13	1	1	Unknown JAJDZL01
OMDBv2.0_AA_G_NR100_000000412295	13	5	1	JAYZVO01
OMDBv2.0_AA_G_NR100_000000212634	13	9	1	50-400-T64
OMDBv2.0_AA_G_NR100_000148865106	13	2	1	Dokdonella
OMDBv2.0_AA_G_NR100_000000782495	13	2	1	UM-FILTER-47-13
OMDBv2.0_AA_G_NR100_000141636682	13	5	2	JABDQA01
OMDBv2.0_AA_G_NR100_000073328008	13	5	1	SP197
OMDBv2.0_AA_G_NR100_000106596718	13	6	1	Azonexus
OMDBv2.0_AA_G_NR100_000058078552	13	3	1	GCA-2690215
OMDBv2.0_AA_G_NR100_000009070253	13	4	1	JANQGQ01
OMDBv2.0_AA_G_NR100_000044742781	13	5	1	JAYZAP01
OMDBv2.0_AA_G_NR100_000175240858	13	2	1	HXMU1428-3
OMDBv2.0_AA_G_NR100_000074594724	13	4	1	Cypionkella
OMDBv2.0_AA_G_NR100_000126123599	13	4	1	JABJAG01
OMDBv2.0_AA_G_NR100_000121095506	13	1	1	SP197
OMDBv2.0_AA_G_NR100_000218493078	13	1	1	Unknown JAKSDN01
OMDBv2.0_AA_G_NR100_000044181303	13	11	1	Congregibacter
OMDBv2.0_AA_G_NR100_000001570195	13	4	1	Algicoccus
OMDBv2.0_AA_G_NR100_000138687466	13	1	1	Legionella
OMDBv2.0_AA_G_NR100_000030270834	13	4	1	Pelomonas
OMDBv2.0_AA_G_NR100_000074900676	13	6	1	Vibrio
OMDBv2.0_AA_G_NR100_000244421342	13	1	1	SG8-30
OMDBv2.0_AA_G_NR100_000164744051	13	7	1	Aliiroseovarius
OMDBv2.0_AA_G_NR100_000043890116	13	7	1	Pacificispira
OMDBv2.0_AA_G_NR100_000076867585	13	8	1	JAKVBK01
OMDBv2.0_AA_G_NR100_000000650673	13	7	1	Oricola
OMDBv2.0_AA_G_NR100_000226427307	13	7	1	Gymnodinialimonas
OMDBv2.0_AA_G_NR100_000206784695	13	5	1	JAKAXS01
OMDBv2.0_AA_G_NR100_000151384171	13	4	1	Neoroseomonas
OMDBv2.0_AA_G_NR100_000040438944	13	4	2	UBA1479
OMDBv2.0_AA_G_NR100_000144086123	13	6	1	Pelomonas
OMDBv2.0_AA_G_NR100_000236205265	13	2	1	Psychrobacter
OMDBv2.0_AA_G_NR100_000148773222	13	6	1	Aquabacterium
OMDBv2.0_AA_G_NR100_000043546269	13	5	1	JABZFP01
OMDBv2.0_AA_G_NR100_000144286540	13	4	1	Achromobacter
OMDBv2.0_AA_G_NR100_000198743833	13	5	1	Ponticaulis
OMDBv2.0_AA_G_NR100_000011389893	12	4	1	CF-162
OMDBv2.0_AA_G_NR100_000104622234	12	7	1	PTKB01
OMDBv2.0_AA_G_NR100_000013399097	12	9	1	HIMB30
OMDBv2.0_AA_G_NR100_000128699032	12	3	2	Ferroglobus
OMDBv2.0_AA_G_NR100_000099360734	12	3	1	JAJDZL01
OMDBv2.0_AA_G_NR100_000012482985	12	5	1	SMWN01
OMDBv2.0_AA_G_NR100_000054475771	12	7	1	Henriciella
OMDBv2.0_AA_G_NR100_000194100165	12	7	1	SZUA-309
OMDBv2.0_AA_G_NR100_000085061979	12	8	2	Endobugula
OMDBv2.0_AA_G_NR100_000157515227	12	5	1	Nisaea
OMDBv2.0_AA_G_NR100_000032956516	12	1	1	CALLCD01
OMDBv2.0_AA_G_NR100_000099802741	12	3	1	JAJDZL01
OMDBv2.0_AA_G_NR100_000106879092	12	7	1	Thermohalobaculum
OMDBv2.0_AA_G_NR100_000001431214	12	8	1	Tateyamaria
OMDBv2.0_AA_G_NR100_000243283604	12	6	1	Marinobacter
OMDBv2.0_AA_G_NR100_000209216510	12	3	1	UBA830
OMDBv2.0_AA_G_NR100_000132022034	12	2	1	Algihabitans
OMDBv2.0_AA_G_NR100_000115300438	12	1	1	JAJEBT01
OMDBv2.0_AA_G_NR100_000159276561	12	6	1	Reyranella
OMDBv2.0_AA_G_NR100_000149125622	12	9	1	Sphingobium
OMDBv2.0_AA_G_NR100_000078223129	12	7	1	VMCJ01
OMDBv2.0_AA_G_NR100_000091120397	12	4	1	GCA-2717185
OMDBv2.0_AA_G_NR100_000041390365	12	2	1	Unknown Kordiimonadaceae
OMDBv2.0_AA_G_NR100_000103461962	12	1	1	Fluviibacter
OMDBv2.0_AA_G_NR100_000041051506	12	2	1	JANQMR01
OMDBv2.0_AA_G_NR100_000082952843	12	4	1	UBA7377
OMDBv2.0_AA_G_NR100_000052561249	12	5	1	Vreelandella
OMDBv2.0_AA_G_NR100_000193329220	12	4	1	CACJXQ01
OMDBv2.0_AA_G_NR100_000235312997	12	6	1	Sphingomonas
OMDBv2.0_AA_G_NR100_000000649727	12	7	1	Salipiger
OMDBv2.0_AA_G_NR100_000181255253	12	5	1	Thioclava
OMDBv2.0_AA_G_NR100_000038904851	12	5	1	NORP23
OMDBv2.0_AA_G_NR100_000203249185	12	3	1	Jannaschia
OMDBv2.0_AA_G_NR100_000105177100	12	3	1	NORP139
OMDBv2.0_AA_G_NR100_000177692656	12	4	2	REDSEA-S09-B13
OMDBv2.0_AA_G_NR100_000232736247	12	6	1	Granulosicoccus
OMDBv2.0_AA_G_NR100_000006893509	12	1	1	JBBDSH01
OMDBv2.0_AA_G_NR100_000213523799	12	1	1	Hyphococcus
OMDBv2.0_AA_G_NR100_000148019064	12	8	1	Roseobacter
OMDBv2.0_AA_G_NR100_000164598027	12	7	3	Arctic96AD-7
OMDBv2.0_AA_G_NR100_000203605714	12	5	1	Vreelandella
OMDBv2.0_AA_G_NR100_000104045038	12	3	1	Azonexus
OMDBv2.0_AA_G_NR100_000152199936	12	5	2	Zoogloea
OMDBv2.0_AA_G_NR100_000199849356	12	7	1	Halopseudomonas
OMDBv2.0_AA_G_NR100_000162315814	11	5	1	CAJXOR01
OMDBv2.0_AA_G_NR100_000032122405	11	5	1	Unknown UBA828
OMDBv2.0_AA_G_NR100_000244421992	11	1	1	SG8-30
OMDBv2.0_AA_G_NR100_000118967371	11	1	1	JAJDTQ01
OMDBv2.0_AA_G_NR100_000062868976	11	4	1	UBA9659
OMDBv2.0_AA_G_NR100_000176750639	11	3	1	JBFFCR01
OMDBv2.0_AA_G_NR100_000131447112	11	4	1	Salinisphaera
OMDBv2.0_AA_G_NR100_000058449346	11	4	1	JASLLZ01
OMDBv2.0_AA_G_NR100_000143299204	11	8	1	Minwuia
OMDBv2.0_AA_G_NR100_000152408202	11	7	1	Pontivivens
OMDBv2.0_AA_G_NR100_000041054882	11	2	1	Unknown Kordiimonadaceae
OMDBv2.0_AA_G_NR100_000013428974	11	5	1	UBA4421
OMDBv2.0_AA_G_NR100_000239474597	11	5	1	JADFVY01
OMDBv2.0_AA_G_NR100_000159276473	11	5	1	Reyranella
OMDBv2.0_AA_G_NR100_000181795857	11	7	1	UBA830
OMDBv2.0_AA_G_NR100_000175211290	11	1	1	Pikeienuella
OMDBv2.0_AA_G_NR100_000174104831	11	6	1	Minwuia
OMDBv2.0_AA_G_NR100_000175805127	11	8	1	Oceanibaculum
OMDBv2.0_AA_G_NR100_000104051965	11	4	1	G020354665
OMDBv2.0_AA_G_NR100_000184441095	11	2	1	Neopusillimonas
OMDBv2.0_AA_G_NR100_000161474919	11	5	1	Halopseudomonas
OMDBv2.0_AA_G_NR100_000152772023	11	1	1	Natrinema
OMDBv2.0_AA_G_NR100_000012515611	11	8	2	Kordiimonas
OMDBv2.0_AA_G_NR100_000226102035	11	2	1	Robiginitomaculum_A
OMDBv2.0_AA_G_NR100_000149992856	11	7	1	Maritimibacter
OMDBv2.0_AA_G_NR100_000131322256	11	6	1	Litoreibacter
OMDBv2.0_AA_G_NR100_000229291645	11	5	1	SW4
OMDBv2.0_AA_G_NR100_000000781723	11	3	1	UM-FILTER-47-13
OMDBv2.0_AA_G_NR100_000165967980	11	2	1	Unknown Inquilinaceae
OMDBv2.0_AA_G_NR100_000065284005	11	8	1	JABJGI01
OMDBv2.0_AA_G_NR100_000000533990	11	7	1	Limimaricola
OMDBv2.0_AA_G_NR100_000242662067	11	3	1	Sandarakinorhabdus
OMDBv2.0_AA_G_NR100_000045095064	11	7	1	Agrobacterium
OMDBv2.0_AA_G_NR100_000077443878	11	4	1	Henriciella
OMDBv2.0_AA_G_NR100_000041064998	11	2	1	Unknown Kordiimonadaceae
OMDBv2.0_AA_G_NR100_000041468719	11	5	1	UBA2767
OMDBv2.0_AA_G_NR100_000113729404	11	6	1	GCA-2401155
OMDBv2.0_AA_G_NR100_000005806333	11	7	1	Pelagibius
OMDBv2.0_AA_G_NR100_000221939619	11	1	1	Ponticaulis
OMDBv2.0_AA_G_NR100_000000416393	11	6	1	JAYZVO01
OMDBv2.0_AA_G_NR100_000146760759	11	3	1	Alcaligenes
OMDBv2.0_AA_G_NR100_000013524874	10	4	1	UBA12578
OMDBv2.0_AA_G_NR100_000007979841	10	5	1	JAFDBW01
OMDBv2.0_AA_G_NR100_000041155176	10	3	1	SZUA-186
OMDBv2.0_AA_G_NR100_000068817081	10	2	1	Unknown DYJV01
OMDBv2.0_AA_G_NR100_000165356207	10	3	1	Rariloculus
OMDBv2.0_AA_G_NR100_000237198847	10	9	1	CAWVWD01
OMDBv2.0_AA_G_NR100_000003726796	10	5	1	Rubrivivax
OMDBv2.0_AA_G_NR100_000063674577	10	6	1	Oceanococcus
OMDBv2.0_AA_G_NR100_000213820797	10	2	1	Unknown JAKSDN01
OMDBv2.0_AA_G_NR100_000054768711	10	3	1	Pacificispira
OMDBv2.0_AA_G_NR100_000227094922	10	1	1	Unknown JACKNK01
OMDBv2.0_AA_G_NR100_000000309703	10	4	1	Marinovum
OMDBv2.0_AA_G_NR100_000042776126	10	6	1	JASMHC01
OMDBv2.0_AA_G_NR100_000071019059	10	5	1	Aliiroseovarius
OMDBv2.0_AA_G_NR100_000104501310	10	7	1	SP197
OMDBv2.0_AA_G_NR100_000037055647	10	4	1	Perlucidibaca
OMDBv2.0_AA_G_NR100_000036561173	10	5	1	JBBKWH01
OMDBv2.0_AA_G_NR100_000036174828	10	4	1	Hoeflea_A
OMDBv2.0_AA_G_NR100_000213539653	10	4	1	Pelagibius
OMDBv2.0_AA_G_NR100_000097754053	10	2	1	HK1
OMDBv2.0_AA_G_NR100_000186090340	10	3	1	Unknown UBA9615
OMDBv2.0_AA_G_NR100_000138051305	10	3	1	Alcaligenes
OMDBv2.0_AA_G_NR100_000111586471	10	5	1	Pseudomonas_E
OMDBv2.0_AA_G_NR100_000131445079	10	5	1	Salinisphaera
OMDBv2.0_AA_G_NR100_000130995516	10	6	1	Salinisphaera
OMDBv2.0_AA_G_NR100_000051633768	10	8	2	Ralstonia
OMDBv2.0_AA_G_NR100_000132235909	10	2	1	Thauera
OMDBv2.0_AA_G_NR100_000153246060	10	3	1	Alcaligenes
OMDBv2.0_AA_G_NR100_000184878231	10	4	1	GCA-002724395
OMDBv2.0_AA_G_NR100_000242631645	10	5	1	Brevundimonas
OMDBv2.0_AA_G_NR100_000045058788	10	4	1	Casp-alpha2
OMDBv2.0_AA_G_NR100_000151702992	10	7	1	Neptunomonas
OMDBv2.0_AA_G_NR100_000202927210	10	5	1	Hoeflea
OMDBv2.0_AA_G_NR100_000025927673	10	3	1	Pseudothauera
OMDBv2.0_AA_G_NR100_000041008202	10	1	1	JAKSCL01
OMDBv2.0_AA_G_NR100_000108910229	10	5	1	JAPOXR01
OMDBv2.0_AA_G_NR100_000248139075	10	6	1	Aquabacterium
OMDBv2.0_AA_G_NR100_000058655624	10	3	1	MPNO01
OMDBv2.0_AA_G_NR100_000153154600	10	3	1	Azospira
OMDBv2.0_AA_G_NR100_000138811736	10	5	1	Oceanospirillum
OMDBv2.0_AA_G_NR100_000057699438	10	4	1	Unknown DYJV01
OMDBv2.0_AA_G_NR100_000208569295	10	2	1	JAKSCL01
OMDBv2.0_AA_G_NR100_000046909209	10	5	2	CAJQQK01
OMDBv2.0_AA_G_NR100_000186563747	10	7	3	Sneathiella
OMDBv2.0_AA_G_NR100_000184103104	10	4	1	Ponticaulis
OMDBv2.0_AA_G_NR100_000101190630	10	6	1	WLXB01
OMDBv2.0_AA_G_NR100_000175865665	10	4	1	TMED2
OMDBv2.0_AA_G_NR100_000033470855	10	7	1	Qipengyuania
OMDBv2.0_AA_G_NR100_000120371455	10	1	1	Roseovarius
OMDBv2.0_AA_G_NR100_000226972383	10	5	1	Ruegeria
OMDBv2.0_AA_G_NR100_000023329791	10	2	2	MED-G105
OMDBv2.0_AA_G_NR100_000018884644	10	5	1	Chromohalobacter
OMDBv2.0_AA_G_NR100_000040231381	10	2	1	Janthinobacterium
OMDBv2.0_AA_G_NR100_000043564153	10	4	1	JABZFP01
OMDBv2.0_AA_G_NR100_000236641241	10	6	1	MH13
OMDBv2.0_AA_G_NR100_000175441505	10	3	1	Marinibacterium
OMDBv2.0_AA_G_NR100_000029898312	10	6	1	Herbaspirillum
OMDBv2.0_AA_G_NR100_000141395818	10	2	1	Pseudomonas_E
OMDBv2.0_AA_G_NR100_000199879838	9	4	1	UBA4479
OMDBv2.0_AA_G_NR100_000044551826	9	5	1	Casp-alpha2
OMDBv2.0_AA_G_NR100_000085284081	9	7	1	Algiphilus
OMDBv2.0_AA_G_NR100_000162457351	9	6	1	CABZJG01
OMDBv2.0_AA_G_NR100_000138574042	9	2	1	Mycobacterium
OMDBv2.0_AA_G_NR100_000200400071	9	4	1	CAXBJY01
OMDBv2.0_AA_G_NR100_000030928625	9	5	1	Sphingomonas
OMDBv2.0_AA_G_NR100_000076782493	9	8	1	Afipia
OMDBv2.0_AA_G_NR100_000170925421	9	4	1	Sphingomonas
OMDBv2.0_AA_G_NR100_000198963123	9	5	1	CANLBN01
OMDBv2.0_AA_G_NR100_000162005534	9	4	1	JBBKWH01
OMDBv2.0_AA_G_NR100_000211347436	9	5	2	UBA7455
OMDBv2.0_AA_G_NR100_000146995874	9	3	1	Burkholderia
OMDBv2.0_AA_G_NR100_000015769787	9	4	1	Methylobacterium
OMDBv2.0_AA_G_NR100_000145435601	9	6	2	R2A130
OMDBv2.0_AA_G_NR100_000146463225	9	4	1	Rubrivivax
OMDBv2.0_AA_G_NR100_000137746936	9	1	1	Pseudoalteromonas
OMDBv2.0_AA_G_NR100_000077405841	9	3	1	Alteromonas
OMDBv2.0_AA_G_NR100_000226571425	9	4	1	UBA3077
OMDBv2.0_AA_G_NR100_000209528201	9	1	1	JBCDCP01
OMDBv2.0_AA_G_NR100_000151319638	9	1	1	Legionella
OMDBv2.0_AA_G_NR100_000175335551	9	2	1	Unknown Rhodobacteraceae
OMDBv2.0_AA_G_NR100_000033380839	9	5	1	Unknown Rhodobacteraceae
OMDBv2.0_AA_G_NR100_000123456875	9	1	1	JAJEBT01
OMDBv2.0_AA_G_NR100_000142217661	9	3	1	Oceanimonas
OMDBv2.0_AA_G_NR100_000169634609	9	1	1	Casimicrobium
OMDBv2.0_AA_G_NR100_000137210469	9	6	1	Marinobacter
OMDBv2.0_AA_G_NR100_000023099994	9	6	1	Roseovarius
OMDBv2.0_AA_G_NR100_000040230394	9	2	1	Janthinobacterium
OMDBv2.0_AA_G_NR100_000181978976	9	7	1	UBA981
OMDBv2.0_AA_G_NR100_000019433625	9	3	1	Unknown Nevskiales
OMDBv2.0_AA_G_NR100_000001093356	9	5	1	Novosphingobium
OMDBv2.0_AA_G_NR100_000212560376	9	1	1	Unknown JAKSDN01
OMDBv2.0_AA_G_NR100_000183391352	9	6	2	UBA6544
OMDBv2.0_AA_G_NR100_000037055689	9	4	1	Perlucidibaca
OMDBv2.0_AA_G_NR100_000222049401	9	2	1	Unknown Kordiimonadaceae
OMDBv2.0_AA_G_NR100_000058079129	9	3	1	GCA-2690215
OMDBv2.0_AA_G_NR100_000192987799	9	3	1	TMED2
OMDBv2.0_AA_G_NR100_000129088623	9	4	1	SZUA-309
OMDBv2.0_AA_G_NR100_000200915155	9	7	1	UBA4582
OMDBv2.0_AA_G_NR100_000079272836	9	5	1	Porticoccus
OMDBv2.0_AA_G_NR100_000041656631	9	5	1	JANQKO01
OMDBv2.0_AA_G_NR100_000159611932	9	1	1	CAIYZJ01
OMDBv2.0_AA_G_NR100_000183127334	9	2	1	Tectiglobus
OMDBv2.0_AA_G_NR100_000062831291	9	6	1	Blastomonas
OMDBv2.0_AA_G_NR100_000058562316	9	3	1	JASLQF01
OMDBv2.0_AA_G_NR100_000238623345	9	4	1	JAABYT01
OMDBv2.0_AA_G_NR100_000110454588	9	4	1	Poriferihabitans
OMDBv2.0_AA_G_NR100_000211407131	9	1	1	JBCDCP01
OMDBv2.0_AA_G_NR100_000041324032	9	3	1	Unknown JAKSDN01
OMDBv2.0_AA_G_NR100_000106792171	9	4	1	Granulosicoccus
OMDBv2.0_AA_G_NR100_000037726676	9	4	1	Cobetia
OMDBv2.0_AA_G_NR100_000137802321	9	3	1	Tistrella
OMDBv2.0_AA_G_NR100_000246943785	9	6	1	Hoeflea
OMDBv2.0_AA_G_NR100_000152596591	9	6	1	Comamonas
OMDBv2.0_AA_G_NR100_000032469054	9	2	1	CALLPQ01
OMDBv2.0_AA_G_NR100_000245179048	9	2	1	SG8-41
OMDBv2.0_AA_G_NR100_000166345809	8	4	1	N074bin48
OMDBv2.0_AA_G_NR100_000196157661	8	4	2	Variovorax
OMDBv2.0_AA_G_NR100_000196133267	8	5	1	Qipengyuania
OMDBv2.0_AA_G_NR100_000029638177	8	5	1	Sphingobium
OMDBv2.0_AA_G_NR100_000035197401	8	3	1	Cycloclasticus
OMDBv2.0_AA_G_NR100_000074747116	8	4	1	Cycloclasticus
OMDBv2.0_AA_G_NR100_000028701558	8	4	1	CACJXQ01
OMDBv2.0_AA_G_NR100_000174622177	8	7	1	JAVJQK01
OMDBv2.0_AA_G_NR100_000007188025	8	7	1	JAZGCJ01
OMDBv2.0_AA_G_NR100_000036633099	8	5	1	UBA2020
OMDBv2.0_AA_G_NR100_000006472529	8	7	1	JAGPUQ01
OMDBv2.0_AA_G_NR100_000166222750	8	2	1	JAHEKE01
OMDBv2.0_AA_G_NR100_000008750985	8	3	1	Unknown Eutrophobiaceae
OMDBv2.0_AA_G_NR100_000065629329	8	5	2	NaphS2
OMDBv2.0_AA_G_NR100_000247946357	8	1	1	SZUA-185
OMDBv2.0_AA_G_NR100_000061265532	8	4	1	CSP1-5
OMDBv2.0_AA_G_NR100_000233961160	8	6	1	UBA11873
OMDBv2.0_AA_G_NR100_000233959602	8	6	1	CAXBJY01
OMDBv2.0_AA_G_NR100_000060537382	8	4	1	UBA9145
OMDBv2.0_AA_G_NR100_000143028217	8	1	1	Chloroflexus
OMDBv2.0_AA_G_NR100_000158193376	8	4	1	Nocardioides
OMDBv2.0_AA_G_NR100_000199448844	8	3	1	HT1-32
OMDBv2.0_AA_G_NR100_000022957501	8	4	1	Sphingomonas
OMDBv2.0_AA_G_NR100_000018756084	8	4	1	JAMWZF01
OMDBv2.0_AA_G_NR100_000195201209	8	7	1	Thalassobius
OMDBv2.0_AA_G_NR100_000003181139	8	6	1	CALJDF01
OMDBv2.0_AA_G_NR100_000002999455	8	6	1	JACNJF01
OMDBv2.0_AA_G_NR100_000015006641	8	5	1	UBA7887
OMDBv2.0_AA_G_NR100_000032346155	8	1	1	Unknown GM7GCV1
OMDBv2.0_AA_G_NR100_000052996843	8	5	4	Tharpella
OMDBv2.0_AA_G_NR100_000220259641	8	1	1	HXMU1428-3
OMDBv2.0_AA_G_NR100_000052996844	8	5	3	DQWO01
OMDBv2.0_AA_G_NR100_000163675675	8	3	1	NORP181
OMDBv2.0_AA_G_NR100_000184931774	8	1	2	UBA4479
OMDBv2.0_AA_G_NR100_000236003909	8	4	1	Acinetobacter
OMDBv2.0_AA_G_NR100_000191277480	8	3	1	Marinobacter_A
OMDBv2.0_AA_G_NR100_000084372015	8	4	1	Pontivivens
OMDBv2.0_AA_G_NR100_000040683966	8	3	1	PGZG01
OMDBv2.0_AA_G_NR100_000188682586	8	2	1	Albimonas
OMDBv2.0_AA_G_NR100_000010537847	8	5	2	JARRKU01
OMDBv2.0_AA_G_NR100_000015128577	8	6	1	UBA7887
OMDBv2.0_AA_G_NR100_000099562010	8	1	1	VXYL01
OMDBv2.0_AA_G_NR100_000206635160	8	2	1	JANQKE01
OMDBv2.0_AA_G_NR100_000129429605	8	6	1	Croceicoccus
OMDBv2.0_AA_G_NR100_000084586352	8	4	1	Oleispira
OMDBv2.0_AA_G_NR100_000173694104	8	6	1	GCA-2717185
OMDBv2.0_AA_G_NR100_000005832620	8	3	1	Thioploca
OMDBv2.0_AA_G_NR100_000145172284	8	2	1	Limnohabitans_A
OMDBv2.0_AA_G_NR100_000006701012	8	5	2	Unknown Micavibrionaceae
OMDBv2.0_AA_G_NR100_000002591287	8	5	1	JANSYC01
OMDBv2.0_AA_G_NR100_000082989982	8	3	1	Achromobacter
OMDBv2.0_AA_G_NR100_000036261735	8	4	1	Roseobacter
OMDBv2.0_AA_G_NR100_000180455426	8	1	1	JBFFCR01
OMDBv2.0_AA_G_NR100_000079584987	8	4	1	RFXW01
OMDBv2.0_AA_G_NR100_000195439700	8	4	1	Roseibium
OMDBv2.0_AA_G_NR100_000030926222	8	5	1	Sphingomonas
OMDBv2.0_AA_G_NR100_000115710735	8	1	1	Amphirhobacter
OMDBv2.0_AA_G_NR100_000221143197	8	7	2	JALUTE01
OMDBv2.0_AA_G_NR100_000164372126	8	2	1	UBA11136
OMDBv2.0_AA_G_NR100_000186274339	8	2	1	JASLQF01
OMDBv2.0_AA_G_NR100_000186970374	8	2	1	GCA-2709075
OMDBv2.0_AA_G_NR100_000140153387	8	4	1	Boseongicola
OMDBv2.0_AA_G_NR100_000188683841	8	2	1	Albimonas
OMDBv2.0_AA_G_NR100_000209844119	8	2	1	UBA5336
OMDBv2.0_AA_G_NR100_000156863295	8	6	1	TMED27
OMDBv2.0_AA_G_NR100_000190677560	8	1	1	HIMB114
OMDBv2.0_AA_G_NR100_000061320889	8	5	1	JAZFZX01
OMDBv2.0_AA_G_NR100_000127414083	8	3	1	Sneathiella
OMDBv2.0_AA_G_NR100_000200123327	8	2	1	CAXBMB01
OMDBv2.0_AA_G_NR100_000172880908	8	6	1	Celeribacter
OMDBv2.0_AA_G_NR100_000166598678	8	2	2	JBBKWG01
OMDBv2.0_AA_G_NR100_000039217772	8	2	1	UBA5109
OMDBv2.0_AA_G_NR100_000054285065	8	2	1	Hyphococcus
OMDBv2.0_AA_G_NR100_000187013525	8	1	1	UBA5336
OMDBv2.0_AA_G_NR100_000032946006	8	3	1	JAJFFW01
OMDBv2.0_AA_G_NR100_000011073109	8	2	1	JARRKU01
OMDBv2.0_AA_G_NR100_000082865130	8	4	2	Henriciella
OMDBv2.0_AA_G_NR100_000236313506	8	2	1	Psychrobacter
OMDBv2.0_AA_G_NR100_000136978486	8	6	1	Parvularcula
OMDBv2.0_AA_G_NR100_000072311727	8	4	2	JASJEC01
OMDBv2.0_AA_G_NR100_000151670418	7	4	1	Parasphingopyxis
OMDBv2.0_AA_G_NR100_000038636605	7	5	1	Perlucidibaca
OMDBv2.0_AA_G_NR100_000038309163	7	1	1	Immundisolibacter
OMDBv2.0_AA_G_NR100_000052588739	7	4	1	Cycloclasticus
OMDBv2.0_AA_G_NR100_000040988106	7	2	1	Cenarchaeum
OMDBv2.0_AA_G_NR100_000006852847	7	5	1	JAKEHO01
OMDBv2.0_AA_G_NR100_000155617380	7	4	1	Sphingomonas
OMDBv2.0_AA_G_NR100_000159242036	7	4	1	Nitrosotenuis
OMDBv2.0_AA_G_NR100_000164555125	7	4	1	GCA-2731375
OMDBv2.0_AA_G_NR100_000074343807	7	7	1	Amylibacter
OMDBv2.0_AA_G_NR100_000242741209	7	2	1	Sandarakinorhabdus
OMDBv2.0_AA_G_NR100_000209979856	7	2	1	TMED69
OMDBv2.0_AA_G_NR100_000098199438	7	2	1	Io17-Chloro-G2
OMDBv2.0_AA_G_NR100_000174822639	7	5	1	Parasphingopyxis
