target_id	genome	evidence_tier	protein_length	ref_accession	ref_length	pident	alnlen	evalue	qcov	tcov	length_ratio_query_to_ref
OMDBv2.0_AA_G_NR100_000114654462	OBRI24-1_SAMEA115094380_MAG_00000107	Catalytic triad complete	623	A0ABS7JSM9	621	84.300	621	0.000E+00	0.997	1.000	1.0032
OMDBv2.0_AA_G_NR100_000207618172	TARA_SAMEA6006193_MAG_00000118	Catalytic triad complete	623	A0ABS7JSM9	621	84.300	621	0.000E+00	0.997	1.000	1.0032
OMDBv2.0_AA_G_NR100_000224035001	TARA_SAMEA6053336_MAG_00000129	Catalytic triad complete	623	A0ABS7JSM9	621	84.800	621	0.000E+00	0.997	1.000	1.0032
OMDBv2.0_AA_G_NR100_000158644064	SANC23-1_SAMEA110646526_MAG_00000103	Catalytic triad complete	542	A0A286HLJ2	611	37.300	523	1.869E-116	0.965	0.820	0.8871
OMDBv2.0_AA_G_NR100_000001978574	ALNE18-1_SAMEA104408600_MAG_00000003	Catalytic triad complete	620	A0ABT3HHN5	611	66.200	587	1.090E-276	0.947	0.959	1.0147
OMDBv2.0_AA_G_NR100_000004837172	ALNE20-1_SAMEA6236706_MAG_00000003	HMM-supported (no triad)	205	A0A062VK34	562	79.900	204	7.548E-118	0.995	0.363	0.3648
OMDBv2.0_AA_G_NR100_000107578341	NAPP22-1_SAMN15346758_MAG_00000058	Catalytic triad complete	218	A0A285NDC1	625	58.900	211	1.722E-80	0.968	0.330	0.3488
OMDBv2.0_AA_G_NR100_000158137960	SANC23-1_SAMEA110646517_MAG_00000098	HMM-supported (no triad)	362	A0A4R7K4D0	378	49.500	361	1.049E-114	0.950	0.955	0.9577
OMDBv2.0_AA_G_NR100_000181898501	TAOJ22-1_SAMN27365858_MAG_00000244	Catalytic triad complete	222	A0A512BZ99	372	60.300	217	1.432E-99	0.977	0.583	0.5968
OMDBv2.0_AA_G_NR100_000215079579	TARA_SAMEA6038257_MAG_00000014	Catalytic triad complete	370	A0A011MGD8	368	61.800	367	1.591E-161	0.992	0.997	1.0054
OMDBv2.0_AA_G_NR100_000227762553	WANG22-1_SAMN08714533-S068_MAG_00000002	HMM-supported (no triad)	191	A0ABR8DUN3	351	67.800	190	3.904E-88	0.995	0.541	0.5442
OMDBv2.0_AA_G_NR100_000168866412	SIER19-1_SAMEA4692683_MAG_00000022	Catalytic triad complete	358	A0A1C3UEH4	360	55.000	345	7.454E-144	0.964	0.958	0.9944
OMDBv2.0_AA_G_NR100_000043727294	CHAS20-1_SAMN14350119_MAG_00000008	Catalytic triad complete	371	L0DV70	356	70.400	322	1.838E-162	0.868	0.902	1.0421
OMDBv2.0_AA_G_NR100_000181152632	TANS21-1_SAMN12687859-S002_MAG_00000050	Catalytic triad complete	342	P45370	355	77.400	341	1.840E-188	0.997	0.961	0.9634
OMDBv2.0_AA_G_NR100_000182136079	TAOJ22-1_SAMN27365859_MAG_00000326	Catalytic triad complete	371	A0A0S3PZL7	361	48.000	354	9.987E-114	0.954	0.975	1.0277
OMDBv2.0_AA_G_NR100_000136817603	RSGB23-1_GCF-000025505-V1_GENO_10000001	Catalytic triad complete	371	A0A6B0VLJ0	541	44.600	325	1.137E-91	0.871	0.601	0.6858
OMDBv2.0_AA_G_NR100_000141355194	RSGB23-1_GCF-001650695-V1_GENO_10000001	Catalytic triad complete	369	A0A5B9MPF7	369	54.900	351	2.054E-139	0.951	0.946	1.0000
OMDBv2.0_AA_G_NR100_000036629461	CAOS20-1_SAMN13674977-S020_MAG_00000015	Catalytic triad complete	368	A0ABQ5YQ85	356	62.700	357	1.124E-149	0.970	0.966	1.0337
OMDBv2.0_AA_G_NR100_000242444361	ZHAN22-3_SAMN22787331_MAG_00000092	Catalytic triad complete	368	A0ABQ5YQ85	356	61.600	357	9.185E-148	0.970	0.966	1.0337
OMDBv2.0_AA_G_NR100_000118128955	PANK22-1_SAMN12290620_MAG_00000001	Catalytic triad complete	368	A0A1C3UEH4	360	50.200	344	2.267E-119	0.935	0.947	1.0222
OMDBv2.0_AA_G_NR100_000122195693	PANK22-1_SAMN12291266_MAG_00000009	Catalytic triad complete	368	A0A1M7SY59	364	47.400	367	2.267E-119	0.997	1.000	1.0110
OMDBv2.0_AA_G_NR100_000130843308	ROBB21-1_SAMN13943220_MAG_00000036	Catalytic triad complete	368	G7Z9E8	430	37.300	378	1.108E-78	0.981	0.879	0.8558
OMDBv2.0_AA_G_NR100_000148803500	RSGB23-1_GCF-005503065-V1_GENO_10000001	Catalytic triad complete	368	A0A0S3PZL7	361	64.000	353	2.734E-161	0.959	0.978	1.0194
OMDBv2.0_AA_G_NR100_000186932119	TARA_SAMEA2623907_MAG_00000071	Catalytic triad complete	356	A0A4Q7Y9Z9	372	30.800	289	1.093E-24	0.812	0.769	0.9570
OMDBv2.0_AA_G_NR100_000147219950	RSGB23-1_GCF-003946825-V1_GENO_10000001	Catalytic triad complete	362	Q8GI81	361	99.100	360	4.477E-246	0.994	0.997	1.0028
OMDBv2.0_AA_G_NR100_000100550463	LUOR22-1_SAMEA13322681_MAG_00000128	Catalytic triad complete	269	A0A0S3PZL7	361	40.900	266	3.534E-72	0.989	0.737	0.7452
OMDBv2.0_AA_G_NR100_000220036136	TARA_SAMEA6041390_MAG_00000078	Catalytic triad complete	360	A0A0S3PZL7	361	39.600	351	1.589E-81	0.975	0.961	0.9972
OMDBv2.0_AA_G_NR100_000110365072	NGUY21-1_SAMN17524326_MAG_00000221	Catalytic triad complete	359	A0A0S3PZL7	361	39.600	328	5.814E-79	0.914	0.903	0.9945
OMDBv2.0_AA_G_NR100_000215035245	TARA_SAMEA6027769_MAG_00000061	Catalytic triad complete	359	A0A0S3PZL7	361	39.800	329	9.990E-81	0.916	0.906	0.9945
OMDBv2.0_AA_G_NR100_000149414200	RSGB23-1_GCF-006965565-V1_GENO_10000001	HMM-supported (no triad)	367	A0A2U3MZM2	365	60.800	360	1.204E-147	0.981	0.986	1.0055
OMDBv2.0_AA_G_NR100_000120023555	PANK22-1_SAMN12290901_MAG_00000015	Catalytic triad complete	402	A0A9P1K0F5	419	50.000	397	5.590E-103	0.978	0.947	0.9594
OMDBv2.0_AA_G_NR100_000058817019	FUCH22-1_SAMN21575221_MAG_00000117	Catalytic triad complete	399	A0A1Y6BBD4	429	50.100	421	1.529E-124	0.992	0.981	0.9301
OMDBv2.0_AA_G_NR100_000097754053	LUOR22-1_SAMEA13322662_MAG_00000081	Catalytic triad complete	491	B2FJD9	355	33.700	305	2.178E-37	0.619	0.859	1.3831
OMDBv2.0_AA_G_NR100_000113496927	OBRI24-1_SAMEA115094362_MAG_00000101	Catalytic triad complete	605	A0A4U1L4C5	592	62.800	588	8.355E-247	0.972	0.971	1.0220
OMDBv2.0_AA_G_NR100_000118377094	PANK22-1_SAMN12290691_MAG_00000042	Catalytic triad complete	605	A0A967C673	601	56.600	586	7.657E-228	0.964	0.975	1.0067
OMDBv2.0_AA_G_NR100_000021811400	BPAM22-1_SAMN07482787_MAG_00000026	Catalytic triad complete	601	A0A4V2UPU4	597	61.100	595	3.684E-256	0.990	0.997	1.0067
OMDBv2.0_AA_G_NR100_000204256314	TARA_SAMEA5999452_MAG_00000198	Catalytic triad complete	601	A0A4V2UPU4	597	61.100	595	2.690E-256	0.990	0.997	1.0067
OMDBv2.0_AA_G_NR100_000157996985	SANC23-1_SAMEA110646515_MAG_00000077	Catalytic triad complete	599	A0A1Y5RGX7	600	66.300	581	1.911E-272	0.970	0.967	0.9983
OMDBv2.0_AA_G_NR100_000084947721	KRUG19-1_SAMN06266127_MAG_00000038	Catalytic triad complete	348	A0A238UVH0	600	70.800	347	6.634E-179	0.997	0.578	0.5800
OMDBv2.0_AA_G_NR100_000060562301	GALA18-1_SAMEA4699790_MAG_00000034	Catalytic triad complete	526	A0A0P1IVG2	597	66.000	523	1.787E-244	0.994	0.874	0.8811
OMDBv2.0_AA_G_NR100_000052329985	DLUG22-1_SAMEA5958375_MAG_00000100	Catalytic triad complete	595	A0A0P1IVG2	597	62.100	594	5.240E-262	0.998	0.993	0.9966
OMDBv2.0_AA_G_NR100_000070211288	KAGO19-1_SAMD00073921_MAG_00000005	Catalytic triad complete	595	A0A238UVH0	600	62.200	594	2.041E-262	0.998	0.988	0.9917
OMDBv2.0_AA_G_NR100_000079475345	KOPF15-1_SAMEA7392468_MAG_00000070	Catalytic triad complete	595	A0A238UVH0	600	62.600	594	1.088E-262	0.998	0.988	0.9917
OMDBv2.0_AA_G_NR100_000172503695	TAOJ22-1_SAMN27365859_MAG_00000393	Catalytic triad complete	595	A0A238UVH0	600	62.600	594	8.798E-264	0.998	0.988	0.9917
OMDBv2.0_AA_G_NR100_000178655679	SUTE22-1_SAMN10231912_MAG_00000223	Catalytic triad complete	605	A0A1G9ASB1	612	57.500	568	2.984E-222	0.937	0.928	0.9886
OMDBv2.0_AA_G_NR100_000196523657	TARA_SAMEA2623357_MAG_00000036	Catalytic triad complete	476	A0A9X3Z7F6	594	62.800	468	3.498E-207	0.983	0.776	0.8013
OMDBv2.0_AA_G_NR100_000246494346	ZHEN22-1_SAMN12826202_MAG_00000386	Catalytic triad complete	604	A0A0D6JB13	605	67.100	588	8.202E-278	0.970	0.972	0.9983
OMDBv2.0_AA_G_NR100_000229578009	WANG22-1_SAMN08714533-S095_MAG_00000050	Catalytic triad complete	602	A0A849L4U8	582	75.000	582	1.885E-308	0.967	1.000	1.0344
OMDBv2.0_AA_G_NR100_000186693076	TARA_SAMEA2620256_MAG_00000004	Catalytic triad complete	606	A0A7Y0E2Y1	582	82.600	581	0.000E+00	0.957	0.998	1.0412
OMDBv2.0_AA_G_NR100_000214842162	TARA_SAMEA6027520_MAG_00000126	Catalytic triad complete	260	A0A6M4MD89	589	79.000	258	5.369E-147	0.992	0.438	0.4414
OMDBv2.0_AA_G_NR100_000117287671	PANK22-1_SAMN12290305_MAG_00000052	Catalytic triad complete	575	A0A6I6EJF8	355	28.700	310	2.183E-32	0.534	0.873	1.6197
OMDBv2.0_AA_G_NR100_000153483687	RSGB23-1_GCF-900172305-V1_GENO_10000001	Catalytic triad complete	595	A0A1Y5SRQ5	594	100.000	594	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000159364156	SANT17-1_SAMN02924041_MAG_00000032	Catalytic triad complete	592	A0A4R2NGX1	603	54.800	583	1.131E-209	0.961	0.967	0.9818
OMDBv2.0_AA_G_NR100_000183727896	TARA_SAMEA2591128_MAG_00000103	Catalytic triad complete	536	A0A0D6JB13	605	66.800	533	2.962E-254	0.994	0.878	0.8860
OMDBv2.0_AA_G_NR100_000209529325	TARA_SAMEA6009507_MAG_00000011	Catalytic triad complete	606	A0AAW9RTT9	601	64.400	593	3.935E-273	0.979	0.987	1.0083
OMDBv2.0_AA_G_NR100_000054356466	DRIS22-1_SAMN24661225_MAG_00000008	Catalytic triad complete	636	A0ABW1KYA3	656	74.300	638	2.314E-320	0.981	0.973	0.9695
OMDBv2.0_AA_G_NR100_000105142176	MEYE16-2_SAMN03458685_MAG_00000010	Catalytic triad complete	731	Q5P962	809	41.700	690	2.449E-155	0.944	0.827	0.9036
OMDBv2.0_AA_G_NR100_000101957230	MAKI22-1_SAMN20322035_MAG_00000076	Catalytic triad complete	324	A0ABS7IXH5	626	87.600	323	1.074E-204	0.997	0.516	0.5176
OMDBv2.0_AA_G_NR100_000051533629	COWA16-1_SAMN05421426-S003_MAG_00000158	Catalytic triad complete	420	A0ABT9H9U1	636	97.600	419	1.742E-283	0.998	0.659	0.6604
OMDBv2.0_AA_G_NR100_000230830849	WANG22-1_SAMN08714535-S001_MAG_00000165	Catalytic triad complete	629	A0A1Y6FB30	639	74.600	639	0.000E+00	0.998	1.000	0.9844
OMDBv2.0_AA_G_NR100_000227272997	WANG22-1_SAMN08714533-S037_MAG_00000011	Catalytic triad complete	419	A0A1Y6FB30	639	85.400	418	6.671E-252	0.998	0.654	0.6557
OMDBv2.0_AA_G_NR100_000138230885	RSGB23-1_GCF-000331285-V1_GENO_10000001	Catalytic triad complete	632	A0A6I4UKJ2	642	84.700	642	0.000E+00	0.998	1.000	0.9844
OMDBv2.0_AA_G_NR100_000228728115	WANG22-1_SAMN08714533-S083_MAG_00000030	Catalytic triad complete	659	A0ABS6SMJ6	626	75.000	633	0.000E+00	0.961	1.000	1.0527
OMDBv2.0_AA_G_NR100_000073409271	KELL22-1_SAMN22237340_MAG_00000069	Catalytic triad complete	398	P45370	355	33.100	286	6.485E-43	0.719	0.806	1.1211
OMDBv2.0_AA_G_NR100_000241816028	ZHAN22-3_SAMN22776686_MAG_00000002	Catalytic triad complete	721	D8IXL9	832	40.500	705	9.729E-164	0.978	0.847	0.8666
OMDBv2.0_AA_G_NR100_000218491265	TARA_SAMEA6036876_MAG_00000015	Catalytic triad complete	641	Q5P962	809	51.200	624	4.023E-205	0.973	0.769	0.7923
OMDBv2.0_AA_G_NR100_000232263173	WEBE19-1_SAMN08181970_MAG_00000007	Catalytic triad complete	365	A0A1M5PDU5	597	74.300	358	2.739E-191	0.981	0.600	0.6114
OMDBv2.0_AA_G_NR100_000214171727	TARA_SAMEA6024824_MAG_00000139	Catalytic triad complete	437	A0A1B0ZN59	600	91.200	436	2.547E-282	0.998	0.727	0.7283
OMDBv2.0_AA_G_NR100_000082429921	KOPF15-1_SAMEA7422974_MAG_00000119	Catalytic triad complete	540	A0A7W6GZI0	601	89.400	539	0.000E+00	0.998	0.897	0.8985
OMDBv2.0_AA_G_NR100_000025509744	FUCH22-1_SAMN21575222_MAG_00000103	Catalytic triad complete	602	A0A1I2AR92	601	78.400	599	0.000E+00	0.995	0.997	1.0017
OMDBv2.0_AA_G_NR100_000084521924	KRUG19-1_SAMN06266113_MAG_00000093	Catalytic triad complete	602	Q168U4	601	74.000	599	5.044E-321	0.995	0.997	1.0017
OMDBv2.0_AA_G_NR100_000161238146	SCHR19-1_SAMN09406014_MAG_00000009	Catalytic triad complete	602	A0A7W6GZI0	601	84.300	601	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000199601154	TARA_SAMEA4396941_MAG_00000140	Catalytic triad complete	602	A0A1I2AR92	601	81.600	601	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000048524383	COLL22-1_SAMN16929978_MAG_00000042	Catalytic triad complete	604	Q168U4	601	73.600	600	1.566E-321	0.993	0.998	1.0050
OMDBv2.0_AA_G_NR100_000228672554	WANG22-1_SAMN08714533-S081_MAG_00000069	Catalytic triad complete	614	A0A7W6M8H4	601	71.000	595	1.459E-297	0.969	0.990	1.0216
OMDBv2.0_AA_G_NR100_000171047254	SOLA22-1_SAMEA7060521_MAG_00000229	HMM-supported (no triad)	256	A0ABY0SG89	601	83.700	253	1.856E-151	0.988	0.421	0.4260
OMDBv2.0_AA_G_NR100_000249441873	ZORZ22-1_SAMN30647033_MAG_00000039	Catalytic triad complete	746	Q5P962	809	52.500	697	6.241E-245	0.934	0.862	0.9221
OMDBv2.0_AA_G_NR100_000043534512	CHAS20-1_SAMN14350112_MAG_00000009	Catalytic triad complete	519	D8IXL9	832	39.100	507	1.233E-104	0.956	0.609	0.6238
OMDBv2.0_AA_G_NR100_000243168036	ZHAN22-5_SAMN24541580_MAG_00000068	Catalytic triad complete	521	A0A379LJI0	682	72.700	506	1.047E-266	0.971	0.742	0.7639
OMDBv2.0_AA_G_NR100_000151186698	RSGB23-1_GCF-011250475-V1_GENO_10000001	Catalytic triad complete	612	A0A495WBJ7	611	100.000	611	0.000E+00	0.998	1.000	1.0016
OMDBv2.0_AA_G_NR100_000213327945	TARA_SAMEA6022156_MAG_00000013	HMM-supported (no triad)	394	D8IXL9	832	34.800	399	3.088E-57	0.992	0.480	0.4736
OMDBv2.0_AA_G_NR100_000043564153	CHAS20-1_SAMN14350113_MAG_00000003	Catalytic triad complete	766	Q5P962	809	54.500	697	3.682E-250	0.910	0.862	0.9468
OMDBv2.0_AA_G_NR100_000159506405	SANT17-1_SAMN02924044_MAG_00000093	Catalytic triad complete	738	D8IXL9	832	44.100	670	2.579E-166	0.894	0.805	0.8870
OMDBv2.0_AA_G_NR100_000146805301	RSGB23-1_GCF-003697785-V1_GENO_10000001	Catalytic triad complete	714	A0A3M0MB34	713	100.000	713	0.000E+00	0.999	1.000	1.0014
OMDBv2.0_AA_G_NR100_000145290636	RSGB23-1_GCF-003113265-V1_GENO_10000001	Catalytic triad complete	749	A0A1I4ADM9	661	58.900	615	2.469E-244	0.808	0.930	1.1331
OMDBv2.0_AA_G_NR100_000170316283	SOGI22-1_SAMEA6126158_MAG_00000051	Catalytic triad complete	768	Q5P962	809	53.300	740	1.493E-241	0.960	0.915	0.9493
OMDBv2.0_AA_G_NR100_000151243122	RSGB23-1_GCF-011602365-V1_GENO_10000001	Catalytic triad complete	782	A0ACD8GML6	658	60.800	630	4.244E-254	0.806	0.913	1.1884
OMDBv2.0_AA_G_NR100_000020508120	BPAM22-1_SAMN07482710_MAG_00000026	Catalytic triad complete	522	D8IXL9	832	35.700	523	2.165E-93	0.952	0.629	0.6274
OMDBv2.0_AA_G_NR100_000139389725	RSGB23-1_GCF-000559025-V1_GENO_10000001	Catalytic triad complete	792	Q5P962	809	51.300	712	1.042E-232	0.899	0.880	0.9790
OMDBv2.0_AA_G_NR100_000182106345	TAOJ22-1_SAMN27365859_MAG_00000250	Catalytic triad complete	513	A0A7W9FB29	673	99.800	512	0.000E+00	0.998	0.761	0.7623
OMDBv2.0_AA_G_NR100_000246351236	ZHEN22-1_SAMN12826202_MAG_00000183	Catalytic triad complete	657	A0ABZ2I8F6	655	93.500	656	0.000E+00	0.998	1.000	1.0031
OMDBv2.0_AA_G_NR100_000136911590	RSGB23-1_GCF-000144605-V1_GENO_10000001	Catalytic triad complete	654	A0A7W9CI34	665	85.000	665	0.000E+00	0.998	1.000	0.9835
OMDBv2.0_AA_G_NR100_000156489391	SANC23-1_SAMEA110646509_MAG_00000091	Catalytic triad complete	654	A0A7W9CI34	665	73.400	665	4.654E-319	0.998	1.000	0.9835
OMDBv2.0_AA_G_NR100_000104086652	MCIN21-1_SAMEA7319926_MAG_00000001	Catalytic triad complete	351	Q5P962	809	43.000	272	2.749E-62	0.769	0.336	0.4339
OMDBv2.0_AA_G_NR100_000115060512	OBRI24-1_SAMEA115094385_MAG_00000258	Catalytic triad complete	265	A0ABW1KYA3	656	90.500	264	4.206E-165	0.996	0.402	0.4040
OMDBv2.0_AA_G_NR100_000171741635	SOLA22-1_SAMEA7060535_MAG_00000022	Catalytic triad complete	657	A0ABW1KYA3	656	97.800	656	0.000E+00	0.998	1.000	1.0015
OMDBv2.0_AA_G_NR100_000152495347	RSGB23-1_GCF-016446475-V1_GENO_10000001	Catalytic triad complete	576	A0AAQ0HJN3	779	92.100	574	0.000E+00	0.997	0.737	0.7394
OMDBv2.0_AA_G_NR100_000234000393	WIND23-1_Gp0561263-S001_MAG_00000061	Catalytic triad complete	612	A0A1Y5SV68	621	75.700	621	0.000E+00	0.998	1.000	0.9855
OMDBv2.0_AA_G_NR100_000153557965	RSGB23-1_GCF-900215505-V1_GENO_10000001	Catalytic triad complete	619	A0A285NDC1	625	70.700	592	7.743E-302	0.956	0.947	0.9904
OMDBv2.0_AA_G_NR100_000181936263	TAOJ22-1_SAMN27365858_MAG_00000303	HMM-supported (no triad)	256	B6IMP7	597	69.100	253	9.332E-122	0.988	0.424	0.4288
OMDBv2.0_AA_G_NR100_000029850223	BPAM22-1_SAMN07483622_MAG_00000008	HMM-supported (no triad)	385	Q5P962	809	43.400	351	6.383E-85	0.896	0.434	0.4759
OMDBv2.0_AA_G_NR100_000111082241	NOWI19-1_SAMN09201441_MAG_00000028	Catalytic triad complete	607	A0ABY1I7U9	606	99.800	606	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000155135197	SANC23-1_SAMEA110646467_MAG_00000010	Catalytic triad complete	611	A0A967C673	601	66.100	605	1.690E-278	0.990	0.993	1.0166
OMDBv2.0_AA_G_NR100_000196731336	TARA_SAMEA2623403_MAG_00000011	Catalytic triad complete	593	D8IXL9	832	44.000	551	6.213E-134	0.912	0.662	0.7127
OMDBv2.0_AA_G_NR100_000212292779	TARA_SAMEA6018052_MAG_00000154	Catalytic triad complete	628	A0A399RGD8	680	58.400	565	3.773E-230	0.900	0.824	0.9235
OMDBv2.0_AA_G_NR100_000187774158	TARA_SAMEA2620925_MAG_00000015	Catalytic triad complete	609	A0A399RGD8	680	57.800	592	9.008E-240	0.972	0.865	0.8956
OMDBv2.0_AA_G_NR100_000188893169	TARA_SAMEA4398027_MAG_00000077	Catalytic triad complete	610	A0A399RGD8	680	58.900	596	3.280E-245	0.977	0.869	0.8971
OMDBv2.0_AA_G_NR100_000199442290	TARA_SAMEA4397772_MAG_00000017	Catalytic triad complete	610	A0A399RGD8	680	58.500	595	4.472E-248	0.975	0.875	0.8971
OMDBv2.0_AA_G_NR100_000163180971	SCHR19-1_SAMN09406095_MAG_00000018	Catalytic triad complete	183	A0ACH2XDR8	610	67.900	181	2.970E-89	0.989	0.297	0.3000
OMDBv2.0_AA_G_NR100_000001713222	ALNE18-1_SAMEA104408597_MAG_00000013	Catalytic triad complete	196	A0ACH2XDR8	610	70.900	193	8.431E-97	0.985	0.316	0.3213
OMDBv2.0_AA_G_NR100_000147119887	RSGB23-1_GCF-003858055-V1_GENO_10000001	Catalytic triad complete	618	A0A0H3KQU5	606	76.900	572	3.481E-307	0.901	0.944	1.0198
OMDBv2.0_AA_G_NR100_000146542443	RSGB23-1_GCF-003584015-V1_GENO_10000001	Catalytic triad complete	629	A0A3A1P502	628	100.000	628	0.000E+00	0.998	1.000	1.0016
OMDBv2.0_AA_G_NR100_000225486324	TREM17-1_SAMN05416860_MAG_00000012	Catalytic triad complete	442	A0A0K8MDT7	380	27.600	299	1.516E-22	0.676	0.750	1.1632
OMDBv2.0_AA_G_NR100_000008990632	ATLA15-1_SAMN03981655-S001_MAG_00000094	Catalytic triad complete	629	A0A5K1I7L0	622	62.200	603	1.497E-263	0.955	0.969	1.0113
OMDBv2.0_AA_G_NR100_000102019966	MAKI22-1_SAMN20322038_MAG_00000038	Catalytic triad complete	627	Q5P962	809	42.200	541	1.848E-132	0.856	0.669	0.7750
OMDBv2.0_AA_G_NR100_000085749751	LARK21-1_SAMN15782447_MAG_00000011	Catalytic triad complete	623	A0ACH4G603	608	55.800	554	5.071E-214	0.886	0.911	1.0247
OMDBv2.0_AA_G_NR100_000004970041	KOPF15-1_SAMEA7392435_MAG_00000066	Catalytic triad complete	602	A0A975YFU4	612	65.300	592	1.606E-269	0.977	0.967	0.9837
OMDBv2.0_AA_G_NR100_000200587282	TARA_SAMEA4397255_MAG_00000003	Catalytic triad complete	354	A0A2T6KJS4	615	77.900	353	1.336E-192	0.997	0.574	0.5756
OMDBv2.0_AA_G_NR100_000234016345	WIND23-1_Gp0561258-S001_MAG_00000075	Catalytic triad complete	622	A0A1Y5SV68	621	77.400	621	0.000E+00	0.998	1.000	1.0016
OMDBv2.0_AA_G_NR100_000114987129	OBRI24-1_SAMEA115094385_MAG_00000121	Catalytic triad complete	426	A0ABU5EAP6	599	64.700	424	7.205E-186	0.991	0.708	0.7112
OMDBv2.0_AA_G_NR100_000049082740	COLL22-1_SAMN16930035_MAG_00000004	Catalytic triad complete	605	A0ABU5EAP6	599	64.500	589	9.035E-260	0.974	0.983	1.0100
OMDBv2.0_AA_G_NR100_000167352309	SHIN18-1_SAMEA104707374_MAG_00000069	Catalytic triad complete	622	A0A0X8HC38	601	63.600	566	1.558E-245	0.910	0.938	1.0349
OMDBv2.0_AA_G_NR100_000234485312	WIND23-1_Gp0561260-S001_MAG_00000278	Catalytic triad complete	204	A0A2T6KJS4	615	67.400	203	2.288E-96	0.995	0.330	0.3317
OMDBv2.0_AA_G_NR100_000097656135	LUOR22-1_SAMEA13322662_MAG_00000032	Catalytic triad complete	591	A0A1Y5SQJ2	597	61.000	532	3.446E-220	0.900	0.891	0.9899
OMDBv2.0_AA_G_NR100_000023157899	BPAM22-1_SAMN07483000_MAG_00000019	Catalytic triad complete	466	A0A967C673	601	68.300	463	1.109E-225	0.994	0.769	0.7754
OMDBv2.0_AA_G_NR100_000221742747	TARA_SAMEA6045582_MAG_00000116	Catalytic triad complete	256	A0A9X0R0S5	600	67.800	255	2.401E-121	0.996	0.423	0.4267
OMDBv2.0_AA_G_NR100_000186831462	TARA_SAMEA2620355_MAG_00000022	Catalytic triad complete	609	A0A399RGD8	680	58.500	594	7.244E-247	0.975	0.874	0.8956
OMDBv2.0_AA_G_NR100_000167269850	SHIN18-1_SAMEA104707373_MAG_00000078	Catalytic triad complete	600	A0A238J1L1	599	73.500	597	1.411E-306	0.995	0.997	1.0017
OMDBv2.0_AA_G_NR100_000106661720	NAPP22-1_SAMN15346751_MAG_00000017	Catalytic triad complete	601	A0A238J1L1	599	69.800	598	1.952E-290	0.995	0.997	1.0033
OMDBv2.0_AA_G_NR100_000059385785	FUCH22-1_SAMN18055987_MAG_00000050	Catalytic triad complete	601	A0A967C673	601	66.600	588	3.389E-283	0.970	0.978	1.0000
OMDBv2.0_AA_G_NR100_000203456375	TARA_SAMEA4398387_MAG_00000086	Catalytic triad complete	375	A0ABT3HHN5	611	72.100	373	4.142E-197	0.995	0.610	0.6137
OMDBv2.0_AA_G_NR100_000022957461	BPAM22-1_SAMN07482988_MAG_00000018	Catalytic triad complete	509	A0A0C9N7C7	571	100.000	498	0.000E+00	0.978	0.872	0.8914
OMDBv2.0_AA_G_NR100_000199516090	TARA_SAMEA4397409_MAG_00000010	Catalytic triad complete	619	A0A286GR83	599	46.900	595	1.137E-190	0.961	0.977	1.0334
OMDBv2.0_AA_G_NR100_000090670778	LUOE20-1_SAMN25283047-S001_MAG_00000003	Catalytic triad complete	601	A0ACH1NH61	600	99.800	600	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000187390920	TARA_SAMEA2620668_MAG_00000010	Catalytic triad complete	602	A0ABX2K5X1	611	66.800	590	5.007E-274	0.980	0.966	0.9853
OMDBv2.0_AA_G_NR100_000166354735	SHIN18-1_SAMEA104707362_MAG_00000064	Catalytic triad complete	235	A0ABQ0CC89	354	65.700	225	7.840E-104	0.957	0.636	0.6638
OMDBv2.0_AA_G_NR100_000036715959	CAOS20-1_SAMN13674978-S006_MAG_00000064	Catalytic triad complete	619	A0A285TVL1	609	71.800	587	4.369E-287	0.948	0.959	1.0164
OMDBv2.0_AA_G_NR100_000009192490	ATLA15-1_SAMN03981657-S001_MAG_00000110	Catalytic triad complete	210	A0ABY0IM67	609	66.800	205	9.004E-91	0.976	0.337	0.3448
OMDBv2.0_AA_G_NR100_000129479169	ROBB21-1_SAMN13943197_MAG_00000016	Catalytic triad complete	626	A0ABT7QMG1	575	44.600	550	2.931E-157	0.872	0.957	1.0887
OMDBv2.0_AA_G_NR100_000006851277	ATLA15-1_SAMN03981636-S001_MAG_00000014	HMM-supported (no triad)	149	A0A974SQ83	605	68.000	147	1.111E-65	0.980	0.243	0.2463
OMDBv2.0_AA_G_NR100_000045164314	LIUR22-1_SAMN17320296_MAG_00000082	Catalytic triad complete	627	A0A7I8BXD7	580	50.500	548	1.106E-184	0.874	0.945	1.0810
OMDBv2.0_AA_G_NR100_000038359356	CAOS20-1_SAMN13674978-S013_MAG_00000007	Catalytic triad complete	329	A0A239GYM7	330	52.700	328	1.414E-112	0.997	0.994	0.9970
OMDBv2.0_AA_G_NR100_000173569362	SPET22-1_SAMN18353079_MAG_00000113	HMM-supported (no triad)	285	A0A5K8A3Q1	413	42.500	262	1.028E-78	0.909	0.634	0.6901
